Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Customer_Age_Months,Average_distance,Total_Bookings,Booking_Trend,Accumulation_Trend,Redemption_Trend,Seasonality_Index,Recency_Months,Behavioral_Churn,Hard_Churn,F_score,M_score,R_score,Segment,Customer_Segment
165260,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,0.0,Married,Nova,4799.62,Standard,2015,6,0.0,0.0,42,2605.5,37,-0.18749999999999997,-0.2,-0.3,10.25,0.0,1,0,3,2,2,2,Active Regular Customers
551828,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,53719.0,Married,Nova,4802.48,Standard,2013,6,0.0,0.0,66,2682.2916666666665,50,0.11111111111111116,-0.21,1.45,19.67,0.0,0,0,4,2,2,2,Active Regular Customers
853641,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,53719.0,Married,Nova,4802.48,Standard,2014,11,0.0,0.0,49,2826.2916666666665,43,-0.058823529411764656,-0.26,-0.96,23.58,0.0,1,0,4,2,2,2,Active Regular Customers
617171,Canada,Ontario,Toronto,P1W 1K4,Male,College,0.0,Single,Nova,4803.94,Standard,2014,3,0.0,0.0,57,2720.6666666666665,43,0.02000000000000001,0.02,1.17,49.58,1.0,0,0,4,2,2,2,Active Regular Customers
924736,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,219184.0,Married,Nova,4804.51,Standard,2018,12,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,,0,Occasional Flyers
487930,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,0.0,Single,Nova,4807.0,Standard,2017,3,0.0,0.0,21,2267.4166666666665,46,0.28571428571428564,0.31,1.81,33.67,0.0,0,0,4,2,2,2,Active Regular Customers
855050,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,67765.0,Married,Nova,4808.96,Standard,2017,11,0.0,0.0,13,957.7916666666666,12,0.15384615384615383,1.1,2.94,12.67,0.0,0,0,1,2,2,0,Occasional Flyers
664112,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67052.0,Married,Nova,4809.22,Standard,2017,8,0.0,0.0,16,2095.2916666666665,26,0.054054054054054085,0.19,-0.97,11.0,1.0,1,0,2,2,2,2,Active Regular Customers
257301,Canada,Quebec,Montreal,H4G 3T4,Male,College,0.0,Divorced,Nova,4811.18,Standard,2012,12,0.0,0.0,72,1738.4583333333333,35,0.4249999999999999,0.09,-0.98,8.92,0.0,0,0,3,2,2,2,Active Regular Customers
103823,Canada,Ontario,Toronto,M1R 4K3,Female,High School or Below,52820.0,Married,Nova,4812.53,Standard,2014,10,0.0,0.0,50,2408.7083333333335,42,-0.1176470588235294,-0.17,-0.98,35.0,0.0,1,0,3,2,2,2,Active Regular Customers
305910,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,0.0,Single,Nova,4814.35,Standard,2017,9,0.0,0.0,15,702.875,12,-0.14285714285714288,-0.61,0.0,10.0,0.0,1,0,1,2,2,0,Occasional Flyers
800094,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,90707.0,Divorced,Nova,4815.53,Standard,2015,11,0.0,0.0,37,2984.25,43,0.10204081632653057,-0.13,0.0,76.92,2.0,1,0,4,2,1,2,Active Regular Customers
498998,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,59828.0,Married,Nova,4817.99,Standard,2018,6,0.0,0.0,6,457.8333333333333,8,1.3333333333333333,1831.33,67.5,16.0,1.0,0,0,1,2,2,0,Occasional Flyers
869283,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,59828.0,Married,Nova,4817.99,Standard,2017,8,0.0,0.0,16,931.4166666666666,18,0.3448275862068966,0.2,0.0,0.33,1.0,0,0,1,2,2,0,Occasional Flyers
611415,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,0.0,Single,Nova,4818.64,Standard,2013,4,0.0,0.0,68,2360.75,36,0.09090909090909094,-0.26,-0.98,14.0,0.0,1,0,3,2,2,2,Active Regular Customers
763177,Canada,Quebec,Montreal,H4G 3T4,Male,College,0.0,Single,Nova,4818.64,Standard,2013,11,0.0,0.0,61,2869.1666666666665,38,0.22727272727272727,0.9,81.33,1.67,0.0,0,0,3,2,2,2,Active Regular Customers
215508,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,86590.0,Single,Nova,4819.18,Standard,2015,9,0.0,0.0,39,2599.0208333333335,80,0.1600000000000001,0.32,-0.31,42.0,0.0,0,0,4,2,2,2,Active Regular Customers
475634,Canada,Ontario,London,M5B 3E4,Female,Bachelor,94659.0,Divorced,Nova,4821.16,Standard,2017,6,0.0,0.0,18,1235.4583333333333,22,0.05882352941176473,0.01,-0.98,4.33,0.0,1,0,2,2,2,2,Active Regular Customers
726139,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,51359.0,Married,Nova,4821.42,Standard,2013,9,0.0,0.0,63,2380.9166666666665,42,-0.1176470588235294,-0.16,0.0,27.67,0.0,1,0,3,2,2,2,Active Regular Customers
663659,Canada,New Brunswick,Moncton,E1A 2A7,Female,Master,103242.0,Divorced,Star,2397.04,2018 Promotion,2018,4,0.0,0.0,8,3994.818181818182,41,6.833333333333333,10985.75,1.51,100.25,0.0,0,0,3,1,2,1,Champions / Premium Travelers
596153,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,0.0,Married,Nova,4821.99,Standard,2014,2,0.0,0.0,58,1517.375,27,-0.07692307692307694,0.29,-0.95,36.25,3.0,1,0,2,2,1,2,Active Regular Customers
215051,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,85887.0,Divorced,Nova,4822.44,Standard,2017,11,0.0,0.0,13,1689.9583333333333,27,1.6666666666666667,5.36,0.0,12.92,0.0,0,0,2,2,2,2,Active Regular Customers
579377,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,85887.0,Divorced,Nova,4822.44,Standard,2015,10,0.0,0.0,38,3085.7916666666665,44,-0.07692307692307689,-0.25,0.47,18.67,0.0,0,0,4,2,2,2,Active Regular Customers
126665,Canada,British Columbia,Kelowna,V09 2E9,Female,College,0.0,Single,Nova,4825.26,Standard,2016,5,0.0,0.0,31,2308.4166666666665,35,-0.45999999999999996,-0.6,-0.99,2.92,3.0,1,0,3,2,1,2,Active Regular Customers
711490,Canada,Ontario,Toronto,M8Y 4K8,Female,College,0.0,Single,Nova,4825.26,Standard,2017,7,0.0,0.0,17,1678.7916666666667,25,0.19999999999999998,0.26,-0.97,4.25,0.0,1,0,2,2,2,2,Active Regular Customers
166955,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,57604.0,Married,Nova,4826.83,Standard,2016,11,0.0,0.0,25,2022.3333333333333,31,-0.4130434782608696,-0.73,-0.96,18.92,2.0,1,0,2,2,1,2,Active Regular Customers
411296,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,75856.0,Married,Star,2690.48,2018 Promotion,2018,4,0.0,0.0,8,8496.90909090909,63,1.673913043478261,11.28,0.0,364.25,0.0,0,0,4,1,2,1,Champions / Premium Travelers
112709,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,68387.0,Married,Nova,4834.4,Standard,2016,9,0.0,0.0,27,2433.9166666666665,36,0.09090909090909094,-0.05,0.0,2.67,0.0,1,0,3,2,2,2,Active Regular Customers
163645,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,60235.0,Divorced,Nova,4834.71,Standard,2014,5,0.0,0.0,55,2847.9166666666665,40,0.08510638297872336,0.5,-0.98,18.0,0.0,0,0,3,2,2,2,Active Regular Customers
752885,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,60235.0,Divorced,Nova,4834.71,Standard,2012,4,0.0,0.0,80,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,,0,Occasional Flyers
853232,Canada,Ontario,London,M5B 3E4,Male,Bachelor,60235.0,Divorced,Nova,4834.71,Standard,2016,9,2017.0,5.0,27,825.375,10,-0.35714285714285715,-1.0,-0.96,14.33,19.0,1,1,1,2,1,3,Dormant Customers
975692,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,55335.0,Married,Nova,4834.8,Standard,2018,12,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,,0,Occasional Flyers
262177,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58729.0,Married,Nova,4835.78,Standard,2017,5,0.0,0.0,19,3213.25,44,-0.07692307692307689,0.21,-0.99,3.33,3.0,1,0,4,2,1,2,Active Regular Customers
273391,Canada,Ontario,Toronto,P1W 1K4,Male,Doctor,128574.0,Married,Nova,4836.22,Standard,2017,1,0.0,0.0,23,3062.1666666666665,44,0.08000000000000004,0.71,5.53,24.67,0.0,0,0,4,2,2,2,Active Regular Customers
966688,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,0.0,Divorced,Nova,4836.39,Standard,2015,11,2016.0,12.0,37,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,,0,Occasional Flyers
306869,Canada,Ontario,Sudbury,M5V 1G5,Male,College,0.0,Single,Nova,4836.75,Standard,2015,5,0.0,0.0,43,1765.5416666666667,28,0.5882352941176471,1.4,0.0,12.67,1.0,0,0,2,2,2,2,Active Regular Customers
904370,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,60672.0,Married,Nova,4836.89,Standard,2018,7,0.0,0.0,5,308.1666666666667,5,0.8333333333333334,1232.67,0.0,3.58,2.0,0,0,1,2,1,0,Occasional Flyers
511981,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,49065.0,Married,Nova,4841.06,Standard,2014,2,2017.0,4.0,58,191.0,6,-0.25,-1.0,-0.96,9.0,20.0,1,1,1,2,1,3,Dormant Customers
762044,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,57611.0,Married,Nova,4842.28,Standard,2016,1,0.0,0.0,35,2100.2083333333335,31,-0.24999999999999994,-0.59,-0.04,8.92,0.0,1,0,2,2,2,2,Active Regular Customers
255032,Canada,Quebec,Quebec City,G1B 3L5,Male,College,0.0,Married,Nova,4845.0,Standard,2016,10,2017.0,8.0,26,925.6666666666666,12,-0.4,-1.0,-0.97,12.67,17.0,1,1,1,2,1,3,Dormant Customers
419661,Canada,British Columbia,Victoria,V10 6T5,Female,College,0.0,Single,Nova,4846.32,Standard,2018,8,0.0,0.0,4,455.375,7,1.1666666666666667,1821.5,0.0,4.25,0.0,0,0,1,2,2,0,Occasional Flyers
319193,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,58552.0,Married,Nova,4849.7,Standard,2016,10,2017.0,6.0,26,632.9583333333334,11,-0.37931034482758624,-1.0,-0.95,11.58,19.0,1,1,1,2,1,3,Dormant Customers
713580,Canada,Ontario,Toronto,M2P 4F6,Male,College,0.0,Single,Nova,4853.53,Standard,2017,7,0.0,0.0,17,2246.1666666666665,32,0.6666666666666667,2.66,163.33,31.33,0.0,0,0,2,2,2,2,Active Regular Customers
542182,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,64308.0,Married,Nova,4854.36,Standard,2016,2,0.0,0.0,34,2212.4583333333335,34,-0.2173913043478261,-0.51,-0.95,13.67,0.0,1,0,2,2,2,2,Active Regular Customers
108346,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,53738.0,Single,Nova,4854.75,Standard,2017,12,2018.0,8.0,12,713.1666666666666,10,-0.07692307692307691,-0.38,0.0,9.67,4.0,1,1,1,2,1,0,Occasional Flyers
666608,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,47774.0,Single,Nova,4858.12,Standard,2017,2,0.0,0.0,22,1844.6666666666667,36,0.18604651162790697,0.83,2.06,23.33,0.0,0,0,3,2,2,2,Active Regular Customers
324013,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51283.0,Divorced,Nova,4858.43,Standard,2017,7,2017.0,10.0,17,194.41666666666666,5,-0.2173913043478261,-1.0,-0.97,3.58,14.0,1,1,1,2,1,3,Dormant Customers
374736,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,58473.0,Married,Nova,4861.37,Standard,2013,11,0.0,0.0,61,2336.9166666666665,34,-0.1333333333333333,-0.51,-0.97,11.0,2.0,1,0,2,2,1,2,Active Regular Customers
883660,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,0.0,Single,Nova,4863.27,Standard,2016,1,0.0,0.0,35,3196.6666666666665,47,-0.05555555555555558,-0.26,-0.97,2.92,0.0,1,0,4,2,2,2,Active Regular Customers
257369,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70490.0,Divorced,Nova,4863.47,Standard,2016,10,2017.0,6.0,26,685.5416666666666,11,-0.37931034482758624,-1.0,0.0,30.25,19.0,1,1,1,2,1,3,Dormant Customers
656858,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,70490.0,Divorced,Nova,4863.47,Standard,2018,5,0.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,,0,Occasional Flyers
401060,Canada,Quebec,Quebec City,G1B 3L5,Male,Doctor,175095.0,Married,Nova,4867.38,Standard,2015,8,0.0,0.0,40,968.1666666666666,21,-0.4473684210526316,-0.84,1.39,20.92,3.0,0,0,2,2,1,2,Active Regular Customers
967347,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,54918.0,Married,Nova,4868.81,Standard,2017,12,0.0,0.0,12,1718.6666666666667,25,0.7419354838709676,1.35,1.62,11.58,0.0,0,0,2,2,2,2,Active Regular Customers
979010,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,54918.0,Married,Nova,4868.81,Standard,2013,3,0.0,0.0,69,2151.7083333333335,36,0.09090909090909094,0.47,-0.97,16.67,1.0,0,0,3,2,2,2,Active Regular Customers
747816,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,82578.0,Married,Nova,4872.77,Standard,2013,12,2016.0,9.0,60,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,,0,Occasional Flyers
407238,Canada,Ontario,Kingston,M9K 2P4,Male,College,0.0,Single,Nova,4874.07,Standard,2014,4,0.0,0.0,56,1863.5416666666667,34,-0.37499999999999994,-0.79,-0.98,13.67,1.0,1,0,2,2,2,2,Active Regular Customers
705490,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,0.0,Single,Nova,4874.07,Standard,2018,5,0.0,0.0,7,870.7083333333334,12,2.0,3482.83,0.0,14.67,1.0,0,0,1,2,2,0,Occasional Flyers
568667,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,99801.0,Married,Nova,4874.22,Standard,2012,12,0.0,0.0,72,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,,0,Occasional Flyers
119519,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,81276.0,Married,Nova,4874.67,Standard,2013,7,0.0,0.0,65,2334.8333333333335,32,-0.09302325581395345,-0.14,6.12,2.0,0.0,0,0,2,2,2,2,Active Regular Customers
587196,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,81276.0,Married,Nova,4874.67,Standard,2018,5,0.0,0.0,7,1033.4583333333333,16,-0.47058823529411764,-1.0,-0.98,8.0,18.0,1,0,1,2,1,3,Dormant Customers
539674,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,48178.0,Single,Nova,4876.32,Standard,2012,11,0.0,0.0,73,3249.5416666666665,45,0.31249999999999994,1.12,225.17,22.92,0.0,0,0,4,2,2,2,Active Regular Customers
602649,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Doctor,175792.0,Divorced,Nova,4877.95,Standard,2013,9,2017.0,7.0,63,815.2916666666666,13,-0.4193548387096774,-1.0,-0.99,11.58,17.0,1,1,1,2,1,3,Dormant Customers
570637,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,0.0,Single,Nova,4879.71,Standard,2013,4,0.0,0.0,68,1465.6666666666667,23,0.40625,0.43,0.0,40.92,0.0,0,0,2,2,2,2,Active Regular Customers
269154,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,103607.0,Married,Nova,4880.34,Standard,2015,7,0.0,0.0,41,2495.1666666666665,41,-0.17647058823529413,-0.22,3.12,37.58,2.0,0,0,3,2,1,2,Active Regular Customers
539742,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,103607.0,Married,Nova,4880.34,Standard,2015,7,0.0,0.0,41,3267.7083333333335,46,-0.31578947368421045,-0.25,-0.99,15.0,0.0,1,0,4,2,2,2,Active Regular Customers
585976,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,59712.0,Married,Nova,4881.3,Standard,2018,7,0.0,0.0,5,155.0,5,0.8333333333333334,620.0,0.0,6.25,0.0,0,0,1,2,2,0,Occasional Flyers
666417,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,98417.0,Married,Nova,4881.39,Standard,2015,8,0.0,0.0,40,1781.5416666666667,26,0.6875000000000001,1.48,1.28,13.67,0.0,0,0,2,2,2,2,Active Regular Customers
212604,Canada,Quebec,Quebec City,G1B 3L5,Female,College,0.0,Divorced,Nova,4882.07,Standard,2016,8,0.0,0.0,28,2490.875,39,0.725,2.87,-0.98,18.92,1.0,0,0,3,2,2,2,Active Regular Customers
715645,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,0.0,Divorced,Nova,4882.07,Standard,2014,10,0.0,0.0,50,1925.9166666666667,30,-0.3181818181818182,-0.37,-0.99,9.67,0.0,1,0,2,2,2,2,Active Regular Customers
326272,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,53337.0,Married,Star,2727.08,2018 Promotion,2018,4,0.0,0.0,8,9516.90909090909,62,1.3749999999999996,2.56,0.0,113.0,1.0,0,0,4,1,2,1,Champions / Premium Travelers
458984,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,47446.0,Married,Nova,4882.29,Standard,2017,3,0.0,0.0,21,2778.625,50,0.18867924528301885,0.28,-0.97,19.67,0.0,1,0,4,2,2,2,Active Regular Customers
803150,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,59595.0,Married,Nova,4882.29,Standard,2012,9,0.0,0.0,75,2922.875,50,-0.1724137931034483,-0.23,68.5,12.33,0.0,0,0,4,2,2,2,Active Regular Customers
669978,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,90889.0,Married,Nova,4882.49,Standard,2012,10,0.0,0.0,74,2843.125,42,-0.19230769230769232,-0.35,2.79,13.67,0.0,0,0,3,2,2,2,Active Regular Customers
741428,Canada,Ontario,London,M5B 3E4,Male,Bachelor,61302.0,Married,Nova,4883.34,Standard,2017,6,0.0,0.0,18,1634.4583333333333,29,0.18421052631578944,1.1,-0.96,7.58,0.0,0,0,2,2,2,2,Active Regular Customers
942926,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,74847.0,Married,Nova,4883.81,Standard,2015,10,2018.0,12.0,38,1357.625,25,-0.027027027027027042,-0.37,-0.95,28.92,2.0,1,1,2,2,1,2,Active Regular Customers
132320,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,80720.0,Married,Nova,4887.34,Standard,2017,8,0.0,0.0,16,2035.2916666666667,28,0.33333333333333337,0.79,0.0,76.67,0.0,0,0,2,2,2,2,Active Regular Customers
930887,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,80720.0,Married,Nova,4887.34,Standard,2018,12,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,,0,Occasional Flyers
545541,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,83672.0,Married,Nova,4887.79,Standard,2013,1,0.0,0.0,71,1767.4166666666667,24,-0.10810810810810811,-0.21,89.67,29.33,0.0,0,0,2,2,2,2,Active Regular Customers
397104,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,63032.0,Divorced,Nova,4889.25,Standard,2012,6,0.0,0.0,78,1358.25,22,0.31249999999999994,0.7,-0.97,9.0,2.0,0,0,2,2,1,2,Active Regular Customers
913949,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,63032.0,Divorced,Nova,4889.25,Standard,2013,3,0.0,0.0,69,2735.5833333333335,46,0.28571428571428564,0.91,3.25,7.0,0.0,0,0,4,2,2,2,Active Regular Customers
144879,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,69406.0,Married,Nova,4889.61,Standard,2017,4,0.0,0.0,20,2337.8333333333335,36,0.09090909090909094,0.27,0.0,50.0,0.0,1,0,3,2,2,2,Active Regular Customers
113694,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,0.0,Divorced,Nova,4890.11,Standard,2014,9,0.0,0.0,51,3676.4583333333335,53,0.6200000000000001,0.72,0.75,47.58,0.0,0,0,4,2,2,2,Active Regular Customers
895725,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,74375.0,Married,Nova,4892.42,Standard,2012,7,0.0,0.0,77,2357.9583333333335,48,0.32,0.65,3.59,16.67,1.0,0,0,4,2,2,2,Active Regular Customers
443970,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,63517.0,Married,Nova,4892.62,Standard,2018,7,0.0,0.0,5,603.75,10,1.6666666666666667,2415.0,85.0,14.33,0.0,0,0,1,2,2,0,Occasional Flyers
100642,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,51667.0,Married,Nova,4892.63,Standard,2012,5,0.0,0.0,79,2224.4166666666665,36,0.18604651162790697,-0.18,-0.97,59.33,1.0,1,0,3,2,2,2,Active Regular Customers
646262,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,244110.0,Married,Nova,4893.98,Standard,2014,8,2015.0,4.0,52,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,,0,Occasional Flyers
257509,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,81253.0,Married,Nova,4894.99,Standard,2015,10,2016.0,6.0,38,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,,0,Occasional Flyers
355491,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,60805.0,Married,Star,2736.53,2018 Promotion,2018,3,0.0,0.0,9,6819.090909090909,64,2.947368421052631,8.82,91.33,584.0,0.0,0,0,4,1,2,1,Champions / Premium Travelers
643362,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54227.0,Married,Nova,4897.98,Standard,2013,12,2017.0,11.0,60,1017.625,18,-0.5,-1.0,0.0,1.67,13.0,1,1,1,2,1,3,Dormant Customers
936547,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56741.0,Single,Nova,4898.67,Standard,2014,2,0.0,0.0,58,1899.6666666666667,36,-0.1702127659574468,-0.26,-0.97,7.33,0.0,1,0,3,2,2,2,Active Regular Customers
980414,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,56741.0,Single,Nova,4898.67,Standard,2015,12,0.0,0.0,36,2622.9583333333335,33,0.17073170731707327,0.49,-0.95,34.25,1.0,0,0,2,2,2,2,Active Regular Customers
335371,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,87954.0,Married,Nova,4899.98,Standard,2016,1,0.0,0.0,35,3022.3333333333335,42,0.3043478260869566,1.2,-0.96,23.0,0.0,0,0,3,2,2,2,Active Regular Customers
606455,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,87954.0,Married,Nova,4899.98,Standard,2014,3,0.0,0.0,57,2529.9166666666665,38,-0.42307692307692313,-0.59,-0.98,19.0,0.0,1,0,3,2,2,2,Active Regular Customers
937638,Canada,Quebec,Montreal,H2Y 4R4,Female,College,0.0,Married,Nova,4900.34,Standard,2012,12,0.0,0.0,72,2089.8333333333335,33,0.4999999999999999,0.75,5.39,11.58,0.0,0,0,2,2,2,2,Active Regular Customers
724599,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,211230.0,Married,Nova,4900.55,Standard,2012,4,0.0,0.0,80,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,,0,Occasional Flyers
307740,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Doctor,269707.0,Married,Nova,4904.46,Standard,2014,9,0.0,0.0,51,1509.5833333333333,29,0.18421052631578944,0.31,57.0,11.58,0.0,0,0,2,2,2,2,Active Regular Customers
238753,Canada,British Columbia,Whistler,V6T 1Y8,Male,Master,79329.0,Divorced,Nova,4904.89,Standard,2013,6,0.0,0.0,66,3057.125,45,-0.01923076923076924,0.16,-0.98,28.92,2.0,1,0,4,2,1,2,Active Regular Customers
302467,Canada,British Columbia,Victoria,V10 6T5,Female,Master,79329.0,Divorced,Nova,4904.89,Standard,2017,2,0.0,0.0,22,1721.4583333333333,27,-0.4418604651162791,-0.77,-0.97,31.58,2.0,1,0,2,2,1,2,Active Regular Customers
573954,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,79329.0,Divorced,Nova,4904.89,Standard,2012,12,0.0,0.0,72,2165.4166666666665,33,-0.11363636363636359,0.04,-0.98,11.58,2.0,1,0,2,2,1,2,Active Regular Customers
825490,Canada,Ontario,Trenton,K8V 4B2,Male,Master,79329.0,Divorced,Nova,4904.89,Standard,2013,5,0.0,0.0,67,2372.2916666666665,31,-0.1627906976744186,-0.3,0.0,16.25,1.0,1,0,2,2,2,2,Active Regular Customers
993986,Canada,Ontario,Toronto,M2Z 4K1,Female,Master,79329.0,Divorced,Nova,4904.89,Standard,2014,9,0.0,0.0,51,1436.9583333333333,27,-0.17500000000000002,-0.34,0.19,4.25,1.0,1,0,2,2,2,2,Active Regular Customers
342836,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,104125.0,Married,Nova,4909.03,Standard,2017,12,0.0,0.0,12,1201.4583333333333,18,0.06451612903225809,0.66,0.0,17.0,2.0,0,0,1,2,1,0,Occasional Flyers
554487,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,104125.0,Married,Nova,4909.03,Standard,2017,3,0.0,0.0,21,1736.0,31,0.3421052631578947,1.04,0.71,2.25,0.0,0,0,2,2,2,2,Active Regular Customers
374984,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,55983.0,Married,Nova,4911.0,Standard,2012,7,0.0,0.0,77,1498.2083333333333,36,-0.08695652173913047,-0.2,-0.99,8.0,0.0,1,0,3,2,2,2,Active Regular Customers
607993,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,70540.0,Divorced,Nova,4911.46,Standard,2014,1,2017.0,12.0,59,762.6666666666666,10,-0.35714285714285715,-1.0,-0.97,5.67,14.0,1,1,1,2,1,3,Dormant Customers
918478,Canada,Ontario,Trenton,K8V 4B2,Female,College,0.0,Single,Nova,4915.39,Standard,2012,12,0.0,0.0,72,2431.5833333333335,42,0.12499999999999996,0.78,-0.03,27.0,0.0,0,0,3,2,2,2,Active Regular Customers
541751,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,0.0,Married,Nova,4916.41,Standard,2017,11,0.0,0.0,13,1686.9583333333333,29,1.129032258064516,3.77,0.0,14.25,0.0,0,0,2,2,2,2,Active Regular Customers
638804,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,47937.0,Married,Nova,4916.58,Standard,2014,9,0.0,0.0,51,1513.5833333333333,29,0.5428571428571429,0.62,0.81,2.92,1.0,0,0,2,2,2,2,Active Regular Customers
266968,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,0.0,Single,Nova,4917.89,Standard,2016,7,0.0,0.0,29,2518.0833333333335,45,-0.43103448275862066,-0.77,0.0,32.92,1.0,1,0,4,2,2,2,Active Regular Customers
